07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/05-13:45:36.763481, 7155617, TCP, raw, 52, C2S, 172.16.0.1:36420, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.764459, 7155640, TCP, raw, 52, C2S, 172.16.0.1:36422, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.765490, 7155651, TCP, raw, 52, C2S, 172.16.0.1:36424, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.766480, 7155675, TCP, raw, 52, C2S, 172.16.0.1:36430, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.767477, 7155690, TCP, raw, 52, C2S, 172.16.0.1:36426, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.768462, 7155695, TCP, raw, 52, C2S, 172.16.0.1:36428, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.769482, 7155706, TCP, raw, 52, C2S, 172.16.0.1:36432, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.770464, 7155723, TCP, raw, 52, C2S, 172.16.0.1:36434, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.773486, 7155762, TCP, raw, 52, C2S, 172.16.0.1:36442, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.780467, 7155855, TCP, raw, 52, C2S, 172.16.0.1:36452, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.781479, 7155880, TCP, raw, 52, C2S, 172.16.0.1:36454, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.782470, 7155893, TCP, raw, 52, C2S, 172.16.0.1:36458, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.782475, 7155896, TCP, raw, 52, C2S, 172.16.0.1:36456, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.784460, 7155906, TCP, raw, 52, C2S, 172.16.0.1:36462, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.785473, 7155910, TCP, raw, 52, C2S, 172.16.0.1:36460, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.786480, 7155920, TCP, raw, 52, C2S, 172.16.0.1:36466, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.786924, 7155934, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36470, 301:2:1, allow
07/05-13:45:36.787473, 7155938, TCP, raw, 52, C2S, 172.16.0.1:36464, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.788474, 7155947, TCP, raw, 52, C2S, 172.16.0.1:36468, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.790483, 7155974, TCP, raw, 52, C2S, 172.16.0.1:36472, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.797476, 7156076, TCP, raw, 52, C2S, 172.16.0.1:36484, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.797478, 7156078, TCP, raw, 40, C2S, 172.16.0.1:36486, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.799472, 7156092, TCP, raw, 52, C2S, 172.16.0.1:36488, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.801992, 7156137, TCP, raw, 40, C2S, 172.16.0.1:36494, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.807461, 7156204, TCP, raw, 52, C2S, 172.16.0.1:36502, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.816467, 7156296, TCP, raw, 52, C2S, 172.16.0.1:36530, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.817461, 7156304, TCP, raw, 40, C2S, 172.16.0.1:36532, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.820469, 7156334, TCP, raw, 40, C2S, 172.16.0.1:36522, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.820827, 7156346, TCP, raw, 40, C2S, 172.16.0.1:36524, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.822474, 7156364, TCP, raw, 52, C2S, 172.16.0.1:36526, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.823480, 7156380, TCP, raw, 52, C2S, 172.16.0.1:36528, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.824471, 7156391, TCP, raw, 52, C2S, 172.16.0.1:36520, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.824517, 7156394, TCP, raw, 52, C2S, 172.16.0.1:36534, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.826469, 7156424, TCP, raw, 40, C2S, 172.16.0.1:36536, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.827458, 7156434, TCP, raw, 52, C2S, 172.16.0.1:36540, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.828468, 7156442, TCP, raw, 52, C2S, 172.16.0.1:36544, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.829468, 7156460, TCP, raw, 40, C2S, 172.16.0.1:36538, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.830479, 7156476, TCP, raw, 52, C2S, 172.16.0.1:36542, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.831479, 7156493, TCP, raw, 52, C2S, 172.16.0.1:36546, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.832478, 7156510, TCP, raw, 52, C2S, 172.16.0.1:36548, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.833472, 7156518, TCP, raw, 52, C2S, 172.16.0.1:36550, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.834469, 7156528, TCP, raw, 52, C2S, 172.16.0.1:36552, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.835460, 7156540, TCP, raw, 52, C2S, 172.16.0.1:36556, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.836474, 7156552, TCP, raw, 52, C2S, 172.16.0.1:36554, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.837461, 7156563, TCP, raw, 52, C2S, 172.16.0.1:36560, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.838473, 7156575, TCP, raw, 52, C2S, 172.16.0.1:36558, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.839471, 7156586, TCP, raw, 52, C2S, 172.16.0.1:36562, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.840472, 7156597, TCP, raw, 52, C2S, 172.16.0.1:36564, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.841478, 7156617, TCP, raw, 52, C2S, 172.16.0.1:36568, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.843460, 7156648, TCP, raw, 52, C2S, 172.16.0.1:36572, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.843465, 7156650, TCP, raw, 52, C2S, 172.16.0.1:36570, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.844469, 7156676, TCP, raw, 52, C2S, 172.16.0.1:36576, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.845483, 7156685, TCP, raw, 52, C2S, 172.16.0.1:36574, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.847459, 7156694, TCP, raw, 52, C2S, 172.16.0.1:36578, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.847459, 7156695, TCP, raw, 52, C2S, 172.16.0.1:36580, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.849471, 7156722, TCP, raw, 52, C2S, 172.16.0.1:36566, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.849477, 7156724, TCP, raw, 52, C2S, 172.16.0.1:36582, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.850471, 7156731, TCP, raw, 52, C2S, 172.16.0.1:36584, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.852426, 7156761, TCP, raw, 52, C2S, 172.16.0.1:36588, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.852462, 7156765, TCP, raw, 52, C2S, 172.16.0.1:36586, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.854486, 7156783, TCP, raw, 52, C2S, 172.16.0.1:36592, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.854489, 7156785, TCP, raw, 52, C2S, 172.16.0.1:36594, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.856455, 7156816, TCP, raw, 40, C2S, 172.16.0.1:36590, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.857468, 7156825, TCP, raw, 52, C2S, 172.16.0.1:36600, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.859461, 7156849, TCP, raw, 52, C2S, 172.16.0.1:36604, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.859467, 7156852, TCP, raw, 52, C2S, 172.16.0.1:36596, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.860502, 7156861, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36598, 301:2:1, allow
07/05-13:45:36.861458, 7156866, TCP, raw, 52, C2S, 172.16.0.1:36602, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.862480, 7156876, TCP, raw, 52, C2S, 172.16.0.1:36606, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.863425, 7156903, TCP, raw, 52, C2S, 172.16.0.1:36608, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.864448, 7156909, TCP, raw, 52, C2S, 172.16.0.1:36610, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.865467, 7156944, TCP, raw, 52, C2S, 172.16.0.1:36616, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.866469, 7156947, TCP, raw, 52, C2S, 172.16.0.1:36612, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.867461, 7156955, TCP, raw, 52, C2S, 172.16.0.1:36614, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.869467, 7156968, TCP, raw, 52, C2S, 172.16.0.1:36618, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.870454, 7156984, TCP, raw, 52, C2S, 172.16.0.1:36620, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.871479, 7156987, TCP, raw, 52, C2S, 172.16.0.1:36622, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.872461, 7156996, TCP, raw, 52, C2S, 172.16.0.1:36624, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.873489, 7157017, TCP, raw, 52, C2S, 172.16.0.1:36626, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.873611, 7157026, TCP, raw, 52, C2S, 172.16.0.1:36628, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.875490, 7157059, TCP, raw, 52, C2S, 172.16.0.1:36632, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.876464, 7157083, TCP, raw, 52, C2S, 172.16.0.1:36634, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.877470, 7157090, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36630, 301:2:1, allow
07/05-13:45:36.878443, 7157097, TCP, raw, 52, C2S, 172.16.0.1:36638, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.879471, 7157105, TCP, raw, 52, C2S, 172.16.0.1:36636, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.880480, 7157117, TCP, raw, 52, C2S, 172.16.0.1:36644, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.882455, 7157137, TCP, raw, 52, C2S, 172.16.0.1:36640, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.882459, 7157140, TCP, raw, 52, C2S, 172.16.0.1:36642, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.883479, 7157147, TCP, raw, 52, C2S, 172.16.0.1:36646, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.884476, 7157159, TCP, raw, 52, C2S, 172.16.0.1:36650, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.885485, 7157187, TCP, raw, 52, C2S, 172.16.0.1:36648, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.888475, 7157228, TCP, raw, 52, C2S, 172.16.0.1:36654, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.890472, 7157242, TCP, raw, 52, C2S, 172.16.0.1:36658, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.891464, 7157259, TCP, raw, 52, C2S, 172.16.0.1:36660, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.892459, 7157270, TCP, raw, 52, C2S, 172.16.0.1:36664, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.893456, 7157280, TCP, raw, 52, C2S, 172.16.0.1:36662, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.895465, 7157316, TCP, raw, 40, C2S, 172.16.0.1:36668, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.896474, 7157324, TCP, raw, 52, C2S, 172.16.0.1:36670, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.896932, 7157342, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36680, 301:2:1, allow
07/05-13:45:36.897478, 7157353, TCP, raw, 52, C2S, 172.16.0.1:36674, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.898479, 7157365, TCP, raw, 52, C2S, 172.16.0.1:36672, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.899424, 7157371, TCP, raw, 52, C2S, 172.16.0.1:36676, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.901460, 7157395, TCP, raw, 52, C2S, 172.16.0.1:36678, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.904459, 7157415, TCP, raw, 52, C2S, 172.16.0.1:36684, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.904467, 7157422, TCP, raw, 52, C2S, 172.16.0.1:36682, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.904479, 7157426, TCP, raw, 52, C2S, 172.16.0.1:36686, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.905489, 7157439, TCP, raw, 52, C2S, 172.16.0.1:36688, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.907458, 7157473, TCP, raw, 52, C2S, 172.16.0.1:36690, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.908472, 7157482, TCP, raw, 52, C2S, 172.16.0.1:36692, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.909462, 7157505, TCP, raw, 52, C2S, 172.16.0.1:36694, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.910474, 7157515, TCP, raw, 52, C2S, 172.16.0.1:36696, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.911469, 7157520, TCP, raw, 40, C2S, 172.16.0.1:36698, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.912462, 7157528, TCP, raw, 52, C2S, 172.16.0.1:36700, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.913472, 7157533, TCP, raw, 52, C2S, 172.16.0.1:36706, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.914461, 7157555, TCP, raw, 52, C2S, 172.16.0.1:36702, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.915466, 7157559, TCP, raw, 52, C2S, 172.16.0.1:36704, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.916481, 7157576, TCP, raw, 52, C2S, 172.16.0.1:36710, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.917456, 7157603, TCP, raw, 52, C2S, 172.16.0.1:36708, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.918473, 7157621, TCP, raw, 52, C2S, 172.16.0.1:36716, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.919472, 7157637, TCP, raw, 52, C2S, 172.16.0.1:36712, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.920473, 7157649, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36714, 301:2:1, allow
07/05-13:45:36.921463, 7157654, TCP, raw, 52, C2S, 172.16.0.1:36718, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.923464, 7157665, TCP, raw, 52, C2S, 172.16.0.1:36720, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.924461, 7157683, TCP, raw, 40, C2S, 172.16.0.1:36722, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.925468, 7157691, TCP, raw, 52, C2S, 172.16.0.1:36726, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.926477, 7157703, TCP, raw, 52, C2S, 172.16.0.1:36724, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.927453, 7157720, TCP, raw, 52, C2S, 172.16.0.1:36728, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.928480, 7157749, TCP, raw, 52, C2S, 172.16.0.1:36730, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.929496, 7157765, TCP, raw, 52, C2S, 172.16.0.1:36732, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.930449, 7157781, TCP, raw, 52, C2S, 172.16.0.1:36740, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.931440, 7157786, TCP, raw, 52, C2S, 172.16.0.1:36736, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.932462, 7157790, TCP, raw, 52, C2S, 172.16.0.1:36734, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.933471, 7157800, TCP, raw, 52, C2S, 172.16.0.1:36738, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.934475, 7157820, TCP, raw, 52, C2S, 172.16.0.1:36742, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.935455, 7157836, TCP, raw, 52, C2S, 172.16.0.1:36744, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.936469, 7157847, TCP, raw, 52, C2S, 172.16.0.1:36746, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.938481, 7157882, TCP, raw, 52, C2S, 172.16.0.1:36748, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.938483, 7157884, TCP, raw, 52, C2S, 172.16.0.1:36752, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.939476, 7157894, TCP, raw, 40, C2S, 172.16.0.1:36750, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.940482, 7157906, TCP, raw, 52, C2S, 172.16.0.1:36754, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.942467, 7157933, TCP, raw, 52, C2S, 172.16.0.1:36760, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.944466, 7157944, TCP, raw, 52, C2S, 172.16.0.1:36758, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.944470, 7157945, TCP, raw, 40, C2S, 172.16.0.1:36756, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.945481, 7157958, TCP, raw, 52, C2S, 172.16.0.1:36762, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.946462, 7157978, TCP, raw, 52, C2S, 172.16.0.1:36766, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.947456, 7157986, TCP, raw, 52, C2S, 172.16.0.1:36764, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.948489, 7158003, TCP, raw, 52, C2S, 172.16.0.1:36772, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.949463, 7158028, TCP, raw, 52, C2S, 172.16.0.1:36770, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.950465, 7158032, TCP, raw, 52, C2S, 172.16.0.1:36768, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.951478, 7158044, TCP, raw, 52, C2S, 172.16.0.1:36778, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.953477, 7158064, TCP, raw, 52, C2S, 172.16.0.1:36782, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.954468, 7158072, TCP, raw, 52, C2S, 172.16.0.1:36780, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.956466, 7158083, TCP, raw, 52, C2S, 172.16.0.1:36776, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.956470, 7158085, TCP, raw, 40, C2S, 172.16.0.1:36774, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.956472, 7158090, TCP, raw, 52, C2S, 172.16.0.1:36786, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.957470, 7158113, TCP, raw, 52, C2S, 172.16.0.1:36784, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.959422, 7158154, TCP, raw, 52, C2S, 172.16.0.1:36788, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.960465, 7158161, TCP, raw, 52, C2S, 172.16.0.1:36792, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.960472, 7158163, TCP, raw, 52, C2S, 172.16.0.1:36790, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.962469, 7158179, TCP, raw, 52, C2S, 172.16.0.1:36796, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.963464, 7158193, TCP, raw, 52, C2S, 172.16.0.1:36800, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.964450, 7158199, TCP, raw, 52, C2S, 172.16.0.1:36802, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.965475, 7158210, TCP, raw, 52, C2S, 172.16.0.1:36794, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.966468, 7158216, TCP, raw, 52, C2S, 172.16.0.1:36798, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.967480, 7158232, TCP, raw, 52, C2S, 172.16.0.1:36804, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.968454, 7158252, TCP, raw, 52, C2S, 172.16.0.1:36806, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.969472, 7158264, TCP, raw, 52, C2S, 172.16.0.1:36808, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.969477, 7158268, TCP, raw, 52, C2S, 172.16.0.1:36810, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.971473, 7158306, TCP, raw, 40, C2S, 172.16.0.1:36812, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.972453, 7158312, TCP, raw, 52, C2S, 172.16.0.1:36820, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.973467, 7158322, TCP, raw, 52, C2S, 172.16.0.1:36822, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.974482, 7158332, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36814, 301:2:1, allow
07/05-13:45:36.975475, 7158338, TCP, raw, 52, C2S, 172.16.0.1:36816, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.977476, 7158350, TCP, raw, 52, C2S, 172.16.0.1:36818, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.977506, 7158358, TCP, raw, 52, C2S, 172.16.0.1:36824, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.986470, 7158473, TCP, raw, 52, C2S, 172.16.0.1:36840, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.990475, 7158535, TCP, raw, 52, C2S, 172.16.0.1:36852, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.992451, 7158568, TCP, raw, 52, C2S, 172.16.0.1:36848, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.992456, 7158570, TCP, raw, 52, C2S, 172.16.0.1:36854, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.994454, 7158588, TCP, raw, 52, C2S, 172.16.0.1:36850, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.995473, 7158598, TCP, raw, 52, C2S, 172.16.0.1:36858, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.996468, 7158610, TCP, raw, 52, C2S, 172.16.0.1:36862, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:36.999470, 7158642, TCP, raw, 52, C2S, 172.16.0.1:36864, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.000475, 7158663, TCP, raw, 52, C2S, 172.16.0.1:36866, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.001478, 7158687, TCP, raw, 52, C2S, 172.16.0.1:36868, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.002453, 7158714, TCP, raw, 52, C2S, 172.16.0.1:36872, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.003457, 7158717, TCP, raw, 52, C2S, 172.16.0.1:36870, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.004467, 7158725, TCP, raw, 52, C2S, 172.16.0.1:36874, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.005474, 7158732, TCP, raw, 52, C2S, 172.16.0.1:36876, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.006460, 7158748, TCP, raw, 52, C2S, 172.16.0.1:36878, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.007470, 7158760, TCP, raw, 52, C2S, 172.16.0.1:36880, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.008467, 7158767, TCP, raw, 52, C2S, 172.16.0.1:36882, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.010458, 7158790, TCP, raw, 52, C2S, 172.16.0.1:36886, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.011456, 7158793, TCP, raw, 52, C2S, 172.16.0.1:36888, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.012453, 7158812, TCP, raw, 52, C2S, 172.16.0.1:36884, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.013489, 7158834, TCP, raw, 40, C2S, 172.16.0.1:36892, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.015471, 7158860, TCP, raw, 52, C2S, 172.16.0.1:36894, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.016465, 7158878, TCP, raw, 52, C2S, 172.16.0.1:36896, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.017480, 7158890, TCP, raw, 52, C2S, 172.16.0.1:36898, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.018470, 7158901, TCP, raw, 52, C2S, 172.16.0.1:36902, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.019430, 7158918, TCP, raw, 52, C2S, 172.16.0.1:36900, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.020475, 7158927, TCP, raw, 52, C2S, 172.16.0.1:36906, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.022468, 7158944, TCP, raw, 52, C2S, 172.16.0.1:36904, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.022471, 7158945, TCP, raw, 52, C2S, 172.16.0.1:36908, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.038438, 7159164, TCP, raw, 52, C2S, 172.16.0.1:36938, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.039439, 7159179, TCP, raw, 52, C2S, 172.16.0.1:36944, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.042472, 7159224, TCP, raw, 40, C2S, 172.16.0.1:36946, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.047462, 7159275, TCP, raw, 52, C2S, 172.16.0.1:36954, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.055490, 7159383, TCP, raw, 52, C2S, 172.16.0.1:36972, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.057432, 7159403, TCP, raw, 52, C2S, 172.16.0.1:36974, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.058434, 7159412, TCP, raw, 52, C2S, 172.16.0.1:36976, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.059450, 7159425, TCP, raw, 52, C2S, 172.16.0.1:36978, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.060424, 7159452, TCP, raw, 40, C2S, 172.16.0.1:36980, 192.168.10.50:80, 301:2:1, allow
07/05-13:45:37.061468, 7159462, TCP, raw, 52, C2S, 172.16.0.1:36982, 192.168.10.50:80, 301:2:1, allow
