07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-13:44:14.267828, 6965150, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39488, 301:1:1, allow
07/05-13:44:14.269849, 6965199, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39492, 301:1:1, allow
07/05-13:44:14.269873, 6965200, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39494, 301:1:1, allow
07/05-13:44:14.271856, 6965220, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39496, 301:1:1, allow
07/05-13:44:14.272865, 6965232, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39498, 301:1:1, allow
07/05-13:44:14.273813, 6965246, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39500, 301:1:1, allow
07/05-13:44:14.275848, 6965264, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39502, 301:1:1, allow
07/05-13:44:14.276822, 6965276, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39504, 301:1:1, allow
07/05-13:44:14.276834, 6965283, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39506, 301:1:1, allow
07/05-13:44:14.277854, 6965295, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39508, 301:1:1, allow
07/05-13:44:14.287883, 6965449, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39518, 301:1:1, allow
07/05-13:44:14.288853, 6965461, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39522, 301:1:1, allow
07/05-13:44:14.288884, 6965463, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39524, 301:1:1, allow
07/05-13:44:14.291860, 6965492, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39528, 301:1:1, allow
07/05-13:44:14.292857, 6965504, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39530, 301:1:1, allow
07/05-13:44:14.296869, 6965536, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39532, 301:1:1, allow
07/05-13:44:14.297872, 6965553, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39534, 301:1:1, allow
07/05-13:44:14.297873, 6965554, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39538, 301:1:1, allow
07/05-13:44:14.297874, 6965555, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39536, 301:1:1, allow
07/05-13:44:14.298870, 6965575, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39540, 301:1:1, allow
07/05-13:44:14.298874, 6965576, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39542, 301:1:1, allow
07/05-13:44:14.299842, 6965597, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38266, 301:1:1, allow
07/05-13:44:14.299863, 6965599, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38264, 301:1:1, allow
07/05-13:44:14.299901, 6965601, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38272, 301:1:1, allow
07/05-13:44:14.301819, 6965624, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39546, 301:1:1, allow
07/05-13:44:14.306832, 6965672, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39552, 301:1:1, allow
07/05-13:44:14.306872, 6965673, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39554, 301:1:1, allow
07/05-13:44:14.308843, 6965698, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39558, 301:1:1, allow
07/05-13:44:14.308863, 6965699, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39556, 301:1:1, allow
07/05-13:44:14.309873, 6965714, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39560, 301:1:1, allow
07/05-13:44:14.312836, 6965769, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39564, 301:1:1, allow
07/05-13:44:14.312886, 6965770, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39566, 301:1:1, allow
07/05-13:44:14.321853, 6965840, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39570, 301:1:1, allow
07/05-13:44:14.321854, 6965841, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39574, 301:1:1, allow
07/05-13:44:14.321855, 6965842, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39572, 301:1:1, allow
07/05-13:44:14.324873, 6965880, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39582, 301:1:1, allow
07/05-13:44:14.324877, 6965881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39580, 301:1:1, allow
07/05-13:44:14.329798, 6965929, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39588, 301:1:1, allow
07/05-13:44:14.329809, 6965930, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39590, 301:1:1, allow
07/05-13:44:14.331788, 6965937, TCP, raw, 60, C2S, 172.16.0.1:33232, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.331792, 6965941, TCP, raw, 60, C2S, 172.16.0.1:33244, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.331796, 6965945, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38280, 301:1:1, allow
07/05-13:44:14.331820, 6965949, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38284, 301:1:1, allow
07/05-13:44:14.331868, 6965951, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38282, 301:1:1, allow
07/05-13:44:14.333900, 6965979, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39596, 301:1:1, allow
07/05-13:44:14.335805, 6966000, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39598, 301:1:1, allow
07/05-13:44:14.335846, 6966003, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39600, 301:1:1, allow
07/05-13:44:14.338831, 6966034, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39606, 301:1:1, allow
07/05-13:44:14.338833, 6966035, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39602, 301:1:1, allow
07/05-13:44:14.338836, 6966036, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39604, 301:1:1, allow
07/05-13:44:14.340804, 6966064, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39608, 301:1:1, allow
07/05-13:44:14.340811, 6966066, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39610, 301:1:1, allow
07/05-13:44:14.349817, 6966149, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39620, 301:1:1, allow
07/05-13:44:14.350855, 6966154, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38290, 301:1:1, allow
07/05-13:44:14.350861, 6966155, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38288, 301:1:1, allow
07/05-13:44:14.350864, 6966156, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38286, 301:1:1, allow
07/05-13:44:14.352842, 6966163, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39622, 301:1:1, allow
07/05-13:44:14.354891, 6966196, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39624, 301:1:1, allow
07/05-13:44:14.355816, 6966210, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39630, 301:1:1, allow
07/05-13:44:14.357822, 6966231, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39632, 301:1:1, allow
07/05-13:44:14.359821, 6966243, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39634, 301:1:1, allow
07/05-13:44:14.359869, 6966244, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39636, 301:1:1, allow
07/05-13:44:14.361831, 6966273, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39640, 301:1:1, allow
07/05-13:44:14.361864, 6966274, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39638, 301:1:1, allow
07/05-13:44:14.362876, 6966292, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39642, 301:1:1, allow
07/05-13:44:14.364890, 6966327, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39644, 301:1:1, allow
07/05-13:44:14.365822, 6966337, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39646, 301:1:1, allow
07/05-13:44:14.366809, 6966347, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39648, 301:1:1, allow
07/05-13:44:14.370846, 6966408, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39656, 301:1:1, allow
07/05-13:44:14.372846, 6966426, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39658, 301:1:1, allow
07/05-13:44:14.376851, 6966451, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39660, 301:1:1, allow
07/05-13:44:14.378856, 6966461, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39662, 301:1:1, allow
07/05-13:44:14.379815, 6966470, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39664, 301:1:1, allow
07/05-13:44:14.382835, 6966520, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39670, 301:1:1, allow
07/05-13:44:14.383840, 6966530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39672, 301:1:1, allow
07/05-13:44:14.384803, 6966540, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39674, 301:1:1, allow
07/05-13:44:14.385845, 6966550, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39676, 301:1:1, allow
07/05-13:44:14.387847, 6966567, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39678, 301:1:1, allow
07/05-13:44:14.390846, 6966610, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39682, 301:1:1, allow
07/05-13:44:14.392851, 6966631, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39684, 301:1:1, allow
07/05-13:44:14.394869, 6966649, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39688, 301:1:1, allow
07/05-13:44:14.396841, 6966679, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39692, 301:1:1, allow
07/05-13:44:14.398808, 6966700, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39694, 301:1:1, allow
07/05-13:44:14.398810, 6966702, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39696, 301:1:1, allow
07/05-13:44:14.399879, 6966712, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39698, 301:1:1, allow
07/05-13:44:14.400867, 6966727, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39700, 301:1:1, allow
07/05-13:44:14.401821, 6966741, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39702, 301:1:1, allow
07/05-13:44:14.402858, 6966750, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39704, 301:1:1, allow
07/05-13:44:14.403878, 6966767, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39706, 301:1:1, allow
07/05-13:44:14.405818, 6966788, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39708, 301:1:1, allow
07/05-13:44:14.406826, 6966803, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39710, 301:1:1, allow
07/05-13:44:14.407817, 6966810, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39712, 301:1:1, allow
07/05-13:44:14.407865, 6966811, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39714, 301:1:1, allow
07/05-13:44:14.409836, 6966839, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39716, 301:1:1, allow
07/05-13:44:14.416876, 6966912, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39724, 301:1:1, allow
07/05-13:44:14.421861, 6966943, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39728, 301:1:1, allow
07/05-13:44:14.422894, 6966967, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39730, 301:1:1, allow
07/05-13:44:14.424856, 6966982, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39736, 301:1:1, allow
07/05-13:44:14.426842, 6967005, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39738, 301:1:1, allow
07/05-13:44:14.431834, 6967073, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39746, 301:1:1, allow
07/05-13:44:14.445869, 6967238, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39772, 301:1:1, allow
07/05-13:44:14.447891, 6967247, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39774, 301:1:1, allow
07/05-13:44:14.450855, 6967261, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39776, 301:1:1, allow
07/05-13:44:14.451889, 6967265, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39778, 301:1:1, allow
07/05-13:44:14.456876, 6967310, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39786, 301:1:1, allow
07/05-13:44:14.457851, 6967321, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39788, 301:1:1, allow
07/05-13:44:14.459829, 6967343, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39790, 301:1:1, allow
07/05-13:44:14.460817, 6967365, TCP, raw, 60, C2S, 172.16.0.1:33272, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.460829, 6967370, TCP, raw, 60, C2S, 172.16.0.1:33274, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.460837, 6967380, TCP, raw, 60, C2S, 172.16.0.1:33270, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.460969, 6967386, TCP, raw, 60, C2S, 172.16.0.1:33276, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.466806, 6967441, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39800, 301:1:1, allow
07/05-13:44:14.469826, 6967473, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39806, 301:1:1, allow
07/05-13:44:14.470835, 6967490, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39808, 301:1:1, allow
07/05-13:44:14.475876, 6967521, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39812, 301:1:1, allow
07/05-13:44:14.478848, 6967569, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39818, 301:1:1, allow
07/05-13:44:14.480863, 6967588, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39822, 301:1:1, allow
07/05-13:44:14.481820, 6967604, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39824, 301:1:1, allow
07/05-13:44:14.485838, 6967655, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39832, 301:1:1, allow
07/05-13:44:14.485838, 6967656, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39830, 301:1:1, allow
07/05-13:44:14.489824, 6967730, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39838, 301:1:1, allow
07/05-13:44:14.490837, 6967738, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39840, 301:1:1, allow
07/05-13:44:14.491792, 6967746, TCP, raw, 60, C2S, 172.16.0.1:33288, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.491808, 6967753, TCP, raw, 60, C2S, 172.16.0.1:33286, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.493812, 6967781, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39844, 301:1:1, allow
07/05-13:44:14.494863, 6967801, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39848, 301:1:1, allow
07/05-13:44:14.494866, 6967802, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39846, 301:1:1, allow
07/05-13:44:14.496842, 6967815, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39850, 301:1:1, allow
07/05-13:44:14.498836, 6967848, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39854, 301:1:1, allow
07/05-13:44:14.498885, 6967849, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39856, 301:1:1, allow
07/05-13:44:14.501845, 6967882, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39860, 301:1:1, allow
07/05-13:44:14.502806, 6967892, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39862, 301:1:1, allow
07/05-13:44:14.503840, 6967899, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39864, 301:1:1, allow
07/05-13:44:14.507854, 6967936, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39866, 301:1:1, allow
07/05-13:44:14.509868, 6967946, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38356, 301:1:1, allow
07/05-13:44:14.511881, 6967962, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39870, 301:1:1, allow
07/05-13:44:14.513846, 6967977, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39874, 301:1:1, allow
07/05-13:44:14.516880, 6968000, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39876, 301:1:1, allow
07/05-13:44:14.519834, 6968029, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39880, 301:1:1, allow
07/05-13:44:14.520862, 6968050, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39882, 301:1:1, allow
07/05-13:44:14.521806, 6968062, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39884, 301:1:1, allow
07/05-13:44:14.523804, 6968078, TCP, raw, 60, C2S, 172.16.0.1:33300, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.523868, 6968087, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38360, 301:1:1, allow
07/05-13:44:14.523888, 6968088, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38358, 301:1:1, allow
07/05-13:44:14.524861, 6968105, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39888, 301:1:1, allow
07/05-13:44:14.525886, 6968117, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39890, 301:1:1, allow
07/05-13:44:14.526849, 6968129, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39892, 301:1:1, allow
07/05-13:44:14.527850, 6968144, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39894, 301:1:1, allow
07/05-13:44:14.528790, 6968156, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39896, 301:1:1, allow
07/05-13:44:14.531851, 6968191, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39900, 301:1:1, allow
07/05-13:44:14.533834, 6968211, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39902, 301:1:1, allow
07/05-13:44:14.534839, 6968225, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39904, 301:1:1, allow
07/05-13:44:14.536846, 6968257, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39908, 301:1:1, allow
07/05-13:44:14.536860, 6968258, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39910, 301:1:1, allow
07/05-13:44:14.539818, 6968306, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38364, 301:1:1, allow
07/05-13:44:14.539848, 6968308, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38366, 301:1:1, allow
07/05-13:44:14.542818, 6968347, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39918, 301:1:1, allow
07/05-13:44:14.542821, 6968348, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39920, 301:1:1, allow
07/05-13:44:14.544876, 6968364, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39922, 301:1:1, allow
07/05-13:44:14.546870, 6968394, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39926, 301:1:1, allow
07/05-13:44:14.547797, 6968405, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39928, 301:1:1, allow
07/05-13:44:14.549814, 6968422, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39930, 301:1:1, allow
07/05-13:44:14.555814, 6968468, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39938, 301:1:1, allow
07/05-13:44:14.557753, 6968477, TCP, raw, 60, C2S, 172.16.0.1:33302, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.557755, 6968478, TCP, raw, 60, C2S, 172.16.0.1:33308, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.557787, 6968481, TCP, raw, 60, C2S, 172.16.0.1:33306, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.557841, 6968494, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38376, 301:1:1, allow
07/05-13:44:14.557852, 6968495, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38368, 301:1:1, allow
07/05-13:44:14.557853, 6968496, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38374, 301:1:1, allow
07/05-13:44:14.558892, 6968526, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39944, 301:1:1, allow
07/05-13:44:14.562839, 6968564, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39946, 301:1:1, allow
07/05-13:44:14.562842, 6968565, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39948, 301:1:1, allow
07/05-13:44:14.563945, 6968581, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39952, 301:1:1, allow
07/05-13:44:14.565786, 6968600, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39954, 301:1:1, allow
07/05-13:44:14.566849, 6968613, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39956, 301:1:1, allow
07/05-13:44:14.568804, 6968626, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39958, 301:1:1, allow
07/05-13:44:14.569859, 6968632, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39960, 301:1:1, allow
07/05-13:44:14.571829, 6968642, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39962, 301:1:1, allow
07/05-13:44:14.576836, 6968718, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39968, 301:1:1, allow
07/05-13:44:14.581842, 6968787, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39978, 301:1:1, allow
07/05-13:44:14.582848, 6968799, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39980, 301:1:1, allow
07/05-13:44:14.584885, 6968822, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39982, 301:1:1, allow
07/05-13:44:14.585819, 6968835, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39984, 301:1:1, allow
07/05-13:44:14.586841, 6968842, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39986, 301:1:1, allow
07/05-13:44:14.587830, 6968859, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38384, 301:1:1, allow
07/05-13:44:14.587836, 6968860, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39988, 301:1:1, allow
07/05-13:44:14.589819, 6968885, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39992, 301:1:1, allow
07/05-13:44:14.590847, 6968895, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39994, 301:1:1, allow
07/05-13:44:14.591817, 6968906, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39996, 301:1:1, allow
07/05-13:44:14.592842, 6968916, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:39998, 301:1:1, allow
07/05-13:44:14.593837, 6968926, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40000, 301:1:1, allow
07/05-13:44:14.596861, 6968962, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40002, 301:1:1, allow
07/05-13:44:14.602870, 6969036, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40014, 301:1:1, allow
07/05-13:44:14.612842, 6969124, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40026, 301:1:1, allow
07/05-13:44:14.614867, 6969137, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40028, 301:1:1, allow
07/05-13:44:14.614874, 6969139, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40030, 301:1:1, allow
07/05-13:44:14.619878, 6969165, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40032, 301:1:1, allow
07/05-13:44:14.621837, 6969178, TCP, raw, 60, C2S, 172.16.0.1:33318, 192.168.10.50:80, 301:1:1, allow
07/05-13:44:14.621843, 6969189, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40034, 301:1:1, allow
07/05-13:44:14.621899, 6969195, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40036, 301:1:1, allow
07/05-13:44:14.621927, 6969197, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:38390, 301:1:1, allow
07/05-13:44:14.625832, 6969258, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40042, 301:1:1, allow
07/05-13:44:14.625835, 6969259, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40044, 301:1:1, allow
07/05-13:44:14.628835, 6969298, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40048, 301:1:1, allow
07/05-13:44:14.630839, 6969322, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40054, 301:1:1, allow
07/05-13:44:14.635801, 6969383, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40058, 301:1:1, allow
07/05-13:44:14.638824, 6969418, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40062, 301:1:1, allow
07/05-13:44:14.638862, 6969420, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40064, 301:1:1, allow
07/05-13:44:14.640809, 6969446, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40068, 301:1:1, allow
07/05-13:44:14.642840, 6969473, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40072, 301:1:1, allow
07/05-13:44:14.644815, 6969495, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40074, 301:1:1, allow
07/05-13:44:14.644864, 6969496, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40076, 301:1:1, allow
07/05-13:44:14.646893, 6969513, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40078, 301:1:1, allow
07/05-13:44:14.647846, 6969529, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:40082, 301:1:1, allow
